uid	Statement Number	Evaluation Block	Statement	Submitter	Source	Target	Generated Question	Rel_1	Rel_2	Rel_3	Relevance	QT_1	QT_2	QT_3	Question Type	Cor_1	Cor_2	Cor_3	Correctness	Amb_1	Amb_2	Amb_3	Ambiguity	Var_1	Var_2	Var_3	Variety
107	10	36	Early in the twentieth century, Thorstein Veblen, an American institutional economist, analysed cultural influences on consumption.	c	OpenLearn	when	when analyzed cultural influences on consumption ? 	2	2	2	2.00	1	1	1	1.00	2	4	4	3.33	2	2	2	2.00	3	3	3	3.00
108	10	36	Early in the twentieth century, Thorstein Veblen, an American institutional economist, analysed cultural influences on consumption.	c	OpenLearn	where	where the twentieth century , Thorstein Veblen , an American institutional economist , analyzed ? 	2	1	1	1.33	1	1	1	1.00	2	3	3	2.67	2	1	1	1.33	3	3	3	3.00
109	10	36	Early in the twentieth century, Thorstein Veblen, an American institutional economist, analysed cultural influences on consumption.	c	OpenLearn	what	What analysed cultural influences on consumption ? 	2	2	2	2.00	1	1	1	1.00	2	2	2	2.00	2	2	2	2.00	3	3	3	3.00
110	10	37	Early in the twentieth century, Thorstein Veblen, an American institutional economist, analysed cultural influences on consumption.	d	OpenLearn	where	From where an institutional economist, analysed cultural influences on consumption? 	2	2	2	2.00	1	1	1	1.00	3	3	3	3.00	2	1	1	1.33	2	2	2	2.00
111	10	37	Early in the twentieth century, Thorstein Veblen, an American institutional economist, analysed cultural influences on consumption.	d	OpenLearn	where	An institutional economist, from where analysed cultural influences on consumption? 	2	2	2	2.00	1	1	1	1.00	3	3	3	3.00	2	1	1	1.33	2	2	2	2.00
112	10	37	Early in the twentieth century, Thorstein Veblen, an American institutional economist, analysed cultural influences on consumption.	d	OpenLearn	who	Who analysed cultural influences on consumption? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	2	2	2	2.00
113	10	37	Early in the twentieth century, Thorstein Veblen, an American institutional economist, analysed cultural influences on consumption.	d	OpenLearn	who	Who from an American institutional economist, analysed? 	3	3	3	3.00	1	1	1	1.00	4	4	4	4.00	3	2	3	2.67	2	2	2	2.00
114	10	37	Early in the twentieth century, Thorstein Veblen, an American institutional economist, analysed cultural influences on consumption.	d	OpenLearn	what	What an American institutional economist, analysed? 	1	1	1	1.00	1	1	1	1.00	2	3	3	2.67	2	2	3	2.33	2	2	2	2.00
115	10	37	Early in the twentieth century, Thorstein Veblen, an American institutional economist, analysed cultural influences on consumption.	d	OpenLearn	what	An American institutional economist, analysed what? 	1	1	1	1.00	1	1	1	1.00	1	2	2	1.67	2	2	2	2.00	2	2	2	2.00
116	11	38	Kate was put off by the word 'paradox' and Erin did not know what 'marginal tax' meant.	a	OpenLearn	who	Who was put off by the word paradox and Erin didn't know what marginal tax meant? 	1	1	1	1.00	1	1	1	1.00	1	2	4	2.33	1	1	3	1.67	1	1	1	1.00
117	11	38	Kate was put off by the word 'paradox' and Erin did not know what 'marginal tax' meant.	a	OpenLearn	who	Kate was put off by the word paradox and who didn't know what marginal tax meant? 	1	1	1	1.00	1	1	1	1.00	1	2	2	1.67	1	1	1	1.00	1	1	1	1.00
118	11	38	Kate was put off by the word 'paradox' and Erin did not know what 'marginal tax' meant.	a	OpenLearn	which	Which person was put off by the word paradox and Erin didn't know what marginal tax meant? 	1	1	1	1.00	1	1	1	1.00	2	2	2	2.00	1	1	1	1.00	1	1	1	1.00
119	11	38	Kate was put off by the word 'paradox' and Erin did not know what 'marginal tax' meant.	a	OpenLearn	which	Kate was put off by the word paradox and which person didn't know what marginal tax meant? 	1	1	1	1.00	1	1	1	1.00	1	1	2	1.33	1	1	1	1.00	1	1	1	1.00
120	11	38	Kate was put off by the word 'paradox' and Erin did not know what 'marginal tax' meant.	a	OpenLearn	yes/no	By the word paradox was Kate put off? 	1	1	1	1.00	1	1	1	1.00	2	2	2	2.00	1	1	1	1.00	2	1	1	1.33
121	11	38	Kate was put off by the word 'paradox' and Erin did not know what 'marginal tax' meant.	a	OpenLearn	yes/no	Was Kate put off it by the word paradox and did Erin not know what marginal tax meant? 	1	1	1	1.00	1	1	1	1.00	3	3	3	3.00	1	1	1	1.00	2	1	1	1.33
122	11	39	Kate was put off by the word 'paradox' and Erin did not know what 'marginal tax' meant.	b	OpenLearn	who	Who was put off by the word paradox? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00
123	11	39	Kate was put off by the word 'paradox' and Erin did not know what 'marginal tax' meant.	b	OpenLearn	who	Who did not know what marginal tax meant? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00
124	11	39	Kate was put off by the word 'paradox' and Erin did not know what 'marginal tax' meant.	b	OpenLearn	which	Kat was put off by which word? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	3	3	3	3.00
125	11	40	Kate was put off by the word 'paradox' and Erin did not know what 'marginal tax' meant.	c	OpenLearn	who	who was put off by the word ` paradox ' ? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00
126	11	40	Kate was put off by the word 'paradox' and Erin did not know what 'marginal tax' meant.	c	OpenLearn	who	who did not know what ` marginal tax ' meant ? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00
127	11	40	Kate was put off by the word 'paradox' and Erin did not know what 'marginal tax' meant.	c	OpenLearn	yes/no	Did Kate was put off by the word ` paradox ' ? 	1	1	1	1.00	1	1	1	1.00	3	3	3	3.00	1	1	1	1.00	1	1	1	1.00
128	11	40	Kate was put off by the word 'paradox' and Erin did not know what 'marginal tax' meant.	c	OpenLearn	yes/no	Did Erin know what ` marginal tax ' meant 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00
129	11	40	Kate was put off by the word 'paradox' and Erin did not know what 'marginal tax' meant.	c	OpenLearn	which	Kate was put off by which word ? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	3	3	2.33
130	11	41	Kate was put off by the word 'paradox' and Erin did not know what 'marginal tax' meant.	d	OpenLearn	who	Who was put off by the word paradox and Erin did not know what marginal tax meant? 	1	1	1	1.00	1	1	1	1.00	1	2	2	1.67	1	1	1	1.00	1	1	1	1.00
131	11	41	Kate was put off by the word 'paradox' and Erin did not know what 'marginal tax' meant.	d	OpenLearn	who	Who did not know what marginal tax meant? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00
132	12	42	Alexander Graham Bell, who had risen to prominence through his invention of the telephone, took a great interest in recording sounds, even suggesting to Edison that they might collaborate.	a	OpenLearn	who	Who took a great interest in recording sounds? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	2	1.33	1	1	1	1.00
133	12	42	Alexander Graham Bell, who had risen to prominence through his invention of the telephone, took a great interest in recording sounds, even suggesting to Edison that they might collaborate.	a	OpenLearn	who	Who is Alexander Graham Bell? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00
134	12	42	Alexander Graham Bell, who had risen to prominence through his invention of the telephone, took a great interest in recording sounds, even suggesting to Edison that they might collaborate.	a	OpenLearn	what	A great interest in what did Alexander Graham Bell take? 	1	1	1	1.00	1	1	1	1.00	2	1	1	1.33	1	1	1	1.00	2	2	2	2.00
135	12	42	Alexander Graham Bell, who had risen to prominence through his invention of the telephone, took a great interest in recording sounds, even suggesting to Edison that they might collaborate.	a	OpenLearn	what	What did Alexander Graham Bell take a great interest in? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	2	2	2	2.00
136	12	42	Alexander Graham Bell, who had risen to prominence through his invention of the telephone, took a great interest in recording sounds, even suggesting to Edison that they might collaborate.	a	OpenLearn	why	Why Alexander Graham Bell took a great interest in cording sounds. 	2	2	2	2.00	1	1	1	1.00	3	3	3	3.00	2	1	3	2.00	1	1	1	1.00
137	12	42	Alexander Graham Bell, who had risen to prominence through his invention of the telephone, took a great interest in recording sounds, even suggesting to Edison that they might collaborate.	a	OpenLearn	why	Why do they collaborate? 	3	2	2	2.33	1	1	1	1.00	1	1	1	1.00	2	3	3	2.67	1	1	1	1.00
138	12	43	Alexander Graham Bell, who had risen to prominence through his invention of the telephone, took a great interest in recording sounds, even suggesting to Edison that they might collaborate.	b	OpenLearn	who	Who took a great interest in recording sounds, even suggesting to Edison that they might collaborate? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00
139	12	43	Alexander Graham Bell, who had risen to prominence through his invention of the telephone, took a great interest in recording sounds, even suggesting to Edison that they might collaborate.	b	OpenLearn	who	Alexander Graham Bell, who had risen to prominence through his invention of the telephone, took a great interest in recording sounds, even suggesting to who that they might collaborate? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00
140	12	43	Alexander Graham Bell, who had risen to prominence through his invention of the telephone, took a great interest in recording sounds, even suggesting to Edison that they might collaborate.	b	OpenLearn	what	Alexander Graham Bell took what, even suggesting to Edison that they might collaborate? 	2	2	2	2.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	3	3	3	3.00
141	12	43	Alexander Graham Bell, who had risen to prominence through his invention of the telephone, took a great interest in recording sounds, even suggesting to Edison that they might collaborate.	b	OpenLearn	why	Why did Alexander Graham Bell, who had risen to prominence through his invention of the telephone, take a great interest in recording sounds, even suggesting to Edison that they might collaborate? 	3	2	2	2.33	1	1	1	1.00	2	2	1	1.67	2	1	1	1.33	3	3	3	3.00
142	12	44	Alexander Graham Bell, who had risen to prominence through his invention of the telephone, took a great interest in recording sounds, even suggesting to Edison that they might collaborate.	c	OpenLearn	who	who had risen to prominence through his invention of the telephone , took a great interest in recording sounds , even suggesting to Edison that they might collaborate ? 	1	1	1	1.00	1	1	1	1.00	1	2	2	1.67	1	1	1	1.00	2	2	2	2.00
143	12	44	Alexander Graham Bell, who had risen to prominence through his invention of the telephone, took a great interest in recording sounds, even suggesting to Edison that they might collaborate.	c	OpenLearn	who	who had risen to prominence through his invention of the telephone ? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	2	2	2	2.00
144	12	44	Alexander Graham Bell, who had risen to prominence through his invention of the telephone, took a great interest in recording sounds, even suggesting to Edison that they might collaborate.	c	OpenLearn	why	Why might even suggesting to Edison that they collaborate ? 	2	2	2	2.00	1	1	1	1.00	4	4	4	4.00	2	2	2	2.00	3	3	3	3.00
145	12	44	Alexander Graham Bell, who had risen to prominence through his invention of the telephone, took a great interest in recording sounds, even suggesting to Edison that they might collaborate.	c	OpenLearn	what	What took a great interest in recording sounds ? 	2	2	2	2.00	1	1	1	1.00	2	2	2	2.00	2	2	2	2.00	1	1	1	1.00
146	12	44	Alexander Graham Bell, who had risen to prominence through his invention of the telephone, took a great interest in recording sounds, even suggesting to Edison that they might collaborate.	c	OpenLearn	what	What suggesting that they might collaborate ? 	2	2	2	2.00	1	1	1	1.00	3	3	3	3.00	2	2	2	2.00	1	1	1	1.00
147	13	45	Nash began work on the designs in 1815, and the Pavilion was completed in 1823.	a	OpenLearn	who	Who began work on the designs in 1815? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00
148	13	45	Nash began work on the designs in 1815, and the Pavilion was completed in 1823.	a	OpenLearn	who	Who is Nash? 	1	2	2	1.67	1	1	1	1.00	1	1	1	1.00	1	2	2	1.67	1	1	1	1.00
149	13	45	Nash began work on the designs in 1815, and the Pavilion was completed in 1823.	a	OpenLearn	what	What completed in 1823? 	1	1	1	1.00	1	1	1	1.00	2	1	1	1.33	2	1	1	1.33	1	1	1	1.00
150	13	45	Nash began work on the designs in 1815, and the Pavilion was completed in 1823.	a	OpenLearn	what	What did Nash begin? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00
151	13	45	Nash began work on the designs in 1815, and the Pavilion was completed in 1823.	a	OpenLearn	when	When was the pavilion completed? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00
152	13	45	Nash began work on the designs in 1815, and the Pavilion was completed in 1823.	a	OpenLearn	when	When did Nash begin work on the designs? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00
153	13	46	Nash began work on the designs in 1815, and the Pavilion was completed in 1823.	b	OpenLearn	who	Who began work on the designs in 1815? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	3	3	3	3.00
154	13	46	Nash began work on the designs in 1815, and the Pavilion was completed in 1823.	b	OpenLearn	what	What did Nash begin in 1815? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00
155	13	46	Nash began work on the designs in 1815, and the Pavilion was completed in 1823.	b	OpenLearn	what	Pavilion was completed in 1823? 	1	1	1	1.00	2	2	2	2.00	2	2	3	2.33	2	2	2	2.00	1	1	1	1.00
156	13	46	Nash began work on the designs in 1815, and the Pavilion was completed in 1823.	b	OpenLearn	when	When did nash begin work on the designs? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00
157	13	46	Nash began work on the designs in 1815, and the Pavilion was completed in 1823.	b	OpenLearn	when	When was the Pavilion completed? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00
158	13	47	Nash began work on the designs in 1815, and the Pavilion was completed in 1823.	c	OpenLearn	who	who began work on the designs in 1815 , and the Pavilion was completed in 1823 ? 	1	1	1	1.00	1	1	1	1.00	1	2	3	2.00	1	1	1	1.00	2	2	2	2.00
159	13	47	Nash began work on the designs in 1815, and the Pavilion was completed in 1823.	c	OpenLearn	who	who began work on the designs in 1815 ? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	2	2	2	2.00
160	13	47	Nash began work on the designs in 1815, and the Pavilion was completed in 1823.	c	OpenLearn	when	when Nash began work on the designs ? 	1	1	1	1.00	1	1	1	1.00	3	3	3	3.00	2	1	1	1.33	1	1	1	1.00
161	13	47	Nash began work on the designs in 1815, and the Pavilion was completed in 1823.	c	OpenLearn	when	when and the Pavilion was completed ? 	3	2	2	2.33	1	1	1	1.00	4	4	4	4.00	3	2	3	2.67	1	1	1	1.00
162	13	47	Nash began work on the designs in 1815, and the Pavilion was completed in 1823.	c	OpenLearn	what	What began work on the designs ? 	2	2	2	2.00	1	1	1	1.00	2	1	1	1.33	2	2	2	2.00	3	3	3	3.00
163	13	48	Nash began work on the designs in 1815, and the Pavilion was completed in 1823.	d	OpenLearn	what	What was completed in 1823,? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00
164	13	48	Nash began work on the designs in 1815, and the Pavilion was completed in 1823.	d	OpenLearn	what	What began work on the designs? 	2	2	2	2.00	1	1	1	1.00	2	2	2	2.00	2	1	1	1.33	1	1	1	1.00
165	13	48	Nash began work on the designs in 1815, and the Pavilion was completed in 1823.	d	OpenLearn	when	When the Pavilion was completed? 	2	1	1	1.33	1	1	1	1.00	3	3	3	3.00	2	1	1	1.33	2	2	2	2.00
166	13	48	Nash began work on the designs in 1815, and the Pavilion was completed in 1823.	d	OpenLearn	when	The Pavilion was completed when? 	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	1	1	1	1.00	2	2	2	2.00
167	14	49	Rashid (1998) points out that in markets where entry barriers are low, quality has the greatest tendency to vary.	a	OpenLearn	who	Who points out that in markets where entry barriers do Low Quality has the greatest tendency to vary? 	2	2	2	2.00	1	1	1	1.00	2	3	3	2.67	2	2	2	2.00	1	1	1	1.00
